,neighbourhood_cleansed,review_scores_cleanliness,review_scores_checkin,availability_60,host_total_listings_count,maximum_nights,review_scores_communication,beds,calculated_host_listings_count_entire_homes,review_scores_rating,number_of_reviews,bedrooms,calculated_host_listings_count_private_rooms,number_of_reviews_l30d,review_scores_value,availability_30,review_scores_location,availability_90,accommodates,host_listings_count,number_of_reviews_ltm,latitude,minimum_nights,availability_365,calculated_host_listings_count,price,review_scores_accuracy,longitude
11528,la Vila de Gràcia,4.605955597800259,4.717400013580498,0,18.5,365,4.713566191446029,2.0,6.7,4.587361346819633,0.0,3.0,0.0,0.0,4.450359179793591,0,4.742934066680247,0,5.0,13.8,0.0,41.40314,31.0,0,13.1,128.0,4.639845192829983,2.15201
11529,el Raval,4.7,4.86,18,3.0,60,4.72,2.0,0.0,4.35,43.0,1.0,3.0,0.3,4.28,5,4.79,48,3.0,3.0,20.0,41.37597,4.0,222,3.0,50.0,4.44,2.17019
11530,el Raval,4.33,4.81,32,3.0,150,4.94,2.0,0.0,4.56,36.0,1.0,3.0,0.3,4.42,9,4.61,62,2.0,3.0,27.0,41.37743,4.0,152,3.0,45.0,4.67,2.16895
11531,la Nova Esquerra de l'Eixample,4.605955597800259,4.717400013580498,0,4.0,365,4.713566191446029,2.0,0.0,4.587361346819633,0.0,1.0,2.0,0.0,4.450359179793591,0,4.742934066680247,0,2.0,2.0,0.0,41.38302,31.0,0,2.0,128.0,4.639845192829983,2.15471
11532,l'Antiga Esquerra de l'Eixample,4.67,4.55,4,4.0,1125,4.58,1.0,0.0,4.61,18.0,1.0,2.0,0.3,4.48,1,4.8,4,2.0,2.0,6.7,41.38347,1.0,4,2.0,72.0,4.66,2.15749
11533,el Barri Gòtic,5.0,5.0,1,21.0,300,5.0,3.0,19.0,5.0,9.0,2.0,0.0,0.0,4.78,0,5.0,31,4.0,20.0,5.0,41.38164558353637,32.0,306,19.0,76.0,5.0,2.178473062813282
11534,el Poble Sec,4.605955597800259,4.717400013580498,0,5.0,120,4.713566191446029,1.0,2.0,4.587361346819633,0.0,0.0,0.0,0.0,4.450359179793591,0,4.742934066680247,0,2.0,4.0,0.0,41.37467,32.0,184,2.0,58.0,4.639845192829983,2.1727
11535,Sant Gervasi - la Bonanova,4.23,4.54,54,3.0,365,4.38,1.0,0.0,4.7,13.0,0.0,3.0,0.0,4.5,24,4.46,84,2.0,3.0,8.0,41.4043,1.0,347,3.0,176.0,4.7,2.12726
11536,el Fort Pienc,4.4,4.8,36,18.5,1125,4.4,6.0,6.7,4.32,25.0,3.0,0.0,0.0,4.08,10,4.84,66,6.0,13.8,10.0,41.40132,1.0,341,13.1,226.0,4.4,2.18025
11537,el Fort Pienc,4.51,4.49,33,18.5,1125,4.71,6.0,6.7,4.42,72.0,3.0,0.0,1.0,4.26,7,4.83,63,6.0,13.8,30.0,41.39923,1.0,338,13.1,234.0,4.42,2.1783
11538,el Poblenou,4.92,4.67,31,18.5,1125,4.75,4.0,6.7,4.5,12.0,3.0,0.0,0.0,4.42,14,4.75,61,5.0,13.8,5.0,41.40212,1.0,330,13.1,183.0,4.92,2.20275
11539,la Vila de Gràcia,4.7,4.8,45,18.5,1125,4.75,4.0,6.7,4.13,8.0,2.0,0.0,0.0,4.5,15,4.8,75,5.0,13.8,8.0,41.40669,1.0,350,13.1,185.0,4.7,2.15452
11540,la Maternitat i Sant Ramon,4.77,4.81,52,1.0,365,4.79,1.0,0.0,4.69,18.0,1.0,1.0,0.3,4.58,24,4.48,82,2.0,1.0,6.7,41.38443,1.0,345,1.0,229.0,4.74,2.12598
11541,les Tres Torres,4.83,4.66,55,2.0,365,4.7,1.0,0.0,4.62,71.0,0.0,2.0,0.3,4.48,25,4.66,85,2.0,2.0,6.7,41.39617,1.0,348,2.0,166.0,4.55,2.12978
11542,el Camp de l'Arpa del Clot,4.61,4.59,55,1.0,365,4.43,1.0,0.0,4.31,93.0,0.0,1.0,0.3,4.15,25,4.8,85,2.0,1.0,6.7,41.40812283228503,1.0,348,1.0,214.0,4.7,2.1856731792040662
11543,el Fort Pienc,4.76,4.82,40,75.0,1125,4.91,5.0,36.0,4.69,45.0,1.5,0.0,0.3,4.53,13,4.78,66,5.0,36.0,25.0,41.39729,3.0,338,36.0,214.0,4.62,2.18099
11544,la Barceloneta,5.0,5.0,5,17.0,365,5.0,2.0,3.0,5.0,2.0,1.0,3.0,0.0,5.0,0,5.0,35,4.0,14.0,0.0,41.37899,31.0,310,6.0,90.0,5.0,2.19015
11545,"Sant Pere, Santa Caterina i la Ribera",4.57,4.8,11,101.0,1125,4.51,1.0,6.7,4.57,37.0,0.0,0.7,1.0,4.46,0,4.92,20,2.0,78.0,19.0,41.38476,1.0,280,72.0,226.0,4.7,2.18071
11546,"Sant Pere, Santa Caterina i la Ribera",4.72,4.8,29,101.0,1125,4.8,1.0,6.7,4.29,90.0,0.0,0.7,1.0,4.16,6,4.86,54,2.0,78.0,30.0,41.38484,1.0,329,72.0,234.0,4.61,2.18069
11547,el Parc i la Llacuna del Poblenou,5.0,5.0,0,18.5,1125,5.0,2.0,6.7,5.0,1.0,2.0,0.0,0.0,5.0,0,5.0,0,4.0,13.8,0.0,41.4002851,32.0,96,13.1,159.0,5.0,2.188625199999999
11548,la Sagrada Família,4.605955597800259,4.717400013580498,0,5.0,365,4.713566191446029,2.0,1.0,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,0,4.742934066680247,0,3.0,1.0,0.0,41.40336,31.0,264,1.0,65.0,4.639845192829983,2.17995
11549,la Vila de Gràcia,4.79,4.37,40,18.5,1125,4.8,4.0,6.7,4.26,19.0,2.0,0.0,2.0,4.11,17,4.47,64,6.0,13.8,7.0,41.40669,1.0,339,13.1,176.0,4.7,2.15262
11550,"Sant Pere, Santa Caterina i la Ribera",4.605955597800259,4.717400013580498,19,3.0,365,4.713566191446029,2.0,2.0,4.587361346819633,0.0,1.0,0.0,0.0,4.450359179793591,19,4.742934066680247,19,4.0,2.0,0.0,41.3886328,32.0,180,2.0,49.0,4.639845192829983,2.1799743
11551,Sant Antoni,5.0,4.75,0,47.0,365,4.75,4.0,45.0,5.0,4.0,3.0,0.0,0.0,4.5,0,4.75,10,5.0,45.0,4.0,41.3812,32.0,69,45.0,130.0,5.0,2.16214
11552,el Camp de l'Arpa del Clot,4.35,4.67,44,3.0,1125,4.58,1.0,1.0,4.33,86.0,1.0,2.0,0.0,4.19,16,4.63,72,2.0,3.0,39.0,41.40845,1.0,160,3.0,58.0,4.53,2.18515
11553,"Sant Pere, Santa Caterina i la Ribera",4.58,4.62,38,10.0,365,4.82,2.0,0.0,4.6,60.0,1.0,1.0,1.0,4.52,19,4.65,68,6.0,1.0,35.0,41.38755,1.0,343,1.0,109.0,4.63,2.17992
11554,el Raval,4.77,4.79,17,2.0,30,4.9,1.0,0.0,4.67,48.0,1.0,2.0,0.3,4.5,2,4.48,44,2.0,2.0,34.0,41.383542526477406,1.0,315,2.0,75.0,4.67,2.1649470252948144
11555,Navas,4.59,4.81,36,4.0,365,4.82,1.0,0.0,4.58,108.0,1.0,3.0,1.0,4.48,7,4.75,66,2.0,3.0,6.7,41.41704,2.0,246,3.0,72.0,4.75,2.18834
11556,el Poble Sec,4.7,5.0,0,100.0,1125,4.8,1.0,21.0,4.7,1.0,1.0,0.0,0.0,4.5,0,4.8,0,2.0,36.0,0.0,41.3712,32.0,171,21.0,60.0,4.7,2.15732
11557,la Dreta de l'Eixample,4.8,5.0,14,3.0,365,5.0,1.0,3.0,5.0,5.0,1.0,0.0,0.0,5.0,2,5.0,44,2.0,3.0,2.0,41.38587,32.0,319,3.0,140.0,5.0,2.16582
11558,l'Antiga Esquerra de l'Eixample,5.0,5.0,0,13.0,120,5.0,2.0,5.0,5.0,1.0,2.0,0.0,0.0,5.0,0,5.0,0,4.0,6.0,0.0,41.38669,3.0,0,5.0,128.0,5.0,2.16182
11559,el Putxet i el Farró,5.0,4.88,45,43.0,365,4.91,2.0,42.0,4.73,33.0,2.0,0.0,0.0,4.27,15,4.76,75,4.0,42.0,12.0,41.4043,1.0,350,42.0,196.0,4.85,2.14527
11560,el Camp de l'Arpa del Clot,4.2,5.0,22,16.0,365,5.0,3.0,14.0,4.4,5.0,2.0,0.0,0.0,4.0,0,4.8,52,4.0,14.0,4.0,41.40956,32.0,281,14.0,100.0,4.4,2.18603
11561,el Camp de l'Arpa del Clot,5.0,5.0,4,5.0,365,5.0,2.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,5.0,34,2.0,1.0,1.0,41.4087963326261,31.0,80,1.0,65.0,5.0,2.186574968392549
11562,la Sagrera,4.605955597800259,4.717400013580498,0,1.0,180,4.713566191446029,2.0,0.0,4.587361346819633,0.0,3.0,1.0,0.0,4.450359179793591,0,4.742934066680247,0,1.0,1.0,0.0,41.42534088450563,60.0,0,1.0,128.0,4.639845192829983,2.184678018093109
11563,la Sagrada Família,4.605955597800259,4.717400013580498,60,1.0,365,4.713566191446029,2.0,1.0,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,30,4.742934066680247,90,6.0,1.0,0.0,41.40498799834443,1.0,365,1.0,128.0,4.639845192829983,2.1755614276783577
11564,Sant Gervasi - la Bonanova,5.0,5.0,56,3.0,365,4.5,1.0,0.0,4.5,2.0,0.0,3.0,0.0,4.5,26,5.0,86,2.0,3.0,1.0,41.40448,1.0,349,3.0,196.0,5.0,2.12721
11565,el Raval,4.83,4.67,5,2.0,365,4.83,1.0,2.0,4.33,6.0,1.0,0.0,0.0,4.33,0,4.8,35,2.0,2.0,6.0,41.37826,32.0,35,2.0,55.0,4.7,2.16549
11566,la Dreta de l'Eixample,4.605955597800259,4.717400013580498,0,18.5,330,4.713566191446029,3.0,6.7,4.587361346819633,0.0,3.0,0.0,0.0,4.450359179793591,0,4.742934066680247,0,6.0,13.8,0.0,41.39015,31.0,170,13.1,205.0,4.639845192829983,2.16342
11567,el Putxet i el Farró,4.83,4.9,48,43.0,365,4.83,2.0,42.0,4.55,29.0,2.0,0.0,0.0,4.52,18,4.52,78,4.0,42.0,18.0,41.40224,1.0,353,42.0,196.0,4.83,2.14633
11568,"Sant Pere, Santa Caterina i la Ribera",4.62,4.78,26,1.0,1125,4.94,1.0,0.0,4.74,68.0,1.0,1.0,0.3,4.62,5,4.97,56,2.0,1.0,6.7,41.3835,1.0,331,1.0,89.0,4.82,2.17973
11569,la Dreta de l'Eixample,5.0,5.0,14,15.0,365,5.0,2.0,15.0,5.0,4.0,2.0,0.0,0.0,5.0,4,5.0,44,3.0,15.0,2.0,41.3895663,31.0,224,15.0,220.0,5.0,2.1639692
11570,el Baix Guinardó,4.605955597800259,4.717400013580498,27,3.0,60,4.713566191446029,3.0,1.0,4.587361346819633,0.0,2.0,1.0,0.0,4.450359179793591,19,4.742934066680247,44,4.0,2.0,0.0,41.41267,31.0,243,2.0,120.0,4.639845192829983,2.17227
11571,"Sant Pere, Santa Caterina i la Ribera",5.0,4.98,15,1.0,90,4.99,3.0,1.0,4.97,18.0,2.0,0.0,0.3,4.88,3,4.99,41,3.0,1.0,6.7,41.38618,3.0,73,1.0,321.0,4.94,2.179369
11572,la Dreta de l'Eixample,5.0,5.0,60,15.0,365,5.0,2.0,15.0,5.0,6.0,2.0,0.0,1.0,4.83,30,5.0,90,3.0,15.0,5.0,41.39061,31.0,271,15.0,230.0,5.0,2.16449
11573,"Sant Pere, Santa Caterina i la Ribera",4.8,5.0,27,18.5,270,4.8,2.0,6.7,5.0,5.0,1.0,3.0,1.0,4.2,0,4.8,57,2.0,13.8,3.0,41.38624,32.0,208,13.1,94.0,5.0,2.17801
11574,Sant Gervasi - la Bonanova,4.79,4.88,37,3.0,365,4.79,2.0,0.0,4.75,24.0,0.0,3.0,0.0,4.58,18,4.58,67,3.0,3.0,10.0,41.40413,1.0,330,3.0,208.0,4.75,2.12629
11575,la Sagrada Família,4.84,4.99,23,1.0,1125,4.98,4.0,1.0,4.91,18.0,3.0,0.0,0.3,4.84,9,4.91,53,6.0,1.0,6.7,41.40386841048001,2.0,324,1.0,157.0,4.86,2.1761209178736283
11576,Sant Genís dels Agudells,4.67,5.0,4,23.0,185,5.0,3.0,21.0,5.0,6.0,3.0,0.0,0.0,4.5,0,4.67,34,3.0,22.0,4.0,41.42419,31.0,214,21.0,70.0,4.67,2.13997
11577,el Raval,4.605955597800259,4.717400013580498,0,18.5,360,4.713566191446029,3.0,9.0,4.587361346819633,0.0,3.0,0.7,0.0,4.450359179793591,0,4.742934066680247,0,2.0,13.8,0.0,41.375124455418565,33.0,217,13.1,59.0,4.639845192829983,2.171989153090081
11578,"Sant Pere, Santa Caterina i la Ribera",4.605955597800259,4.717400013580498,0,18.5,360,4.713566191446029,1.0,9.0,4.587361346819633,0.0,1.0,0.7,0.0,4.450359179793591,0,4.742934066680247,0,1.0,13.8,0.0,41.38482357187424,31.0,67,13.1,25.0,4.639845192829983,2.182441614272022
11579,l'Antiga Esquerra de l'Eixample,4.32,4.8,27,100.0,365,4.38,2.0,21.0,4.39,56.0,2.0,0.0,1.0,4.25,13,4.7,57,4.0,36.0,33.0,41.39121,5.0,71,21.0,166.0,4.32,2.14888
11580,el Putxet i el Farró,5.0,5.0,26,4.0,365,5.0,1.0,0.0,5.0,4.0,0.0,4.0,1.0,5.0,11,4.5,53,2.0,4.0,3.0,41.40843,1.0,313,4.0,220.0,5.0,2.14368
11581,el Besòs i el Maresme,5.0,5.0,35,1.0,330,5.0,5.0,1.0,5.0,2.0,2.0,0.0,0.0,5.0,5,4.5,65,3.0,1.0,0.0,41.4157955,32.0,340,1.0,90.0,5.0,2.2
11582,la Bordeta,4.83,4.93,20,2.0,4,4.89,1.0,0.0,4.75,92.0,1.0,1.0,0.3,4.58,2,4.71,50,2.0,1.0,6.7,41.37237783982337,2.0,79,1.0,75.0,4.83,2.139516201550527
11583,la Dreta de l'Eixample,4.605955597800259,4.717400013580498,59,1.0,365,4.713566191446029,2.0,1.0,4.587361346819633,0.0,3.0,0.0,0.0,4.450359179793591,29,4.742934066680247,89,6.0,1.0,0.0,41.3904269,1.0,364,1.0,128.0,4.639845192829983,2.1665325999999823
11584,el Raval,4.84,4.79,10,2.0,32,4.83,1.0,0.0,4.67,86.0,3.0,1.0,0.3,4.62,10,4.53,10,1.0,2.0,6.7,41.38118,32.0,258,1.0,57.0,4.79,2.16797
11585,la Vila de Gràcia,4.64,4.64,16,2.0,365,4.44,5.0,2.0,4.44,25.0,2.0,0.0,1.0,4.12,10,4.76,41,6.0,2.0,17.0,41.4038,2.0,41,2.0,260.0,4.44,2.15984
11586,"Sant Pere, Santa Caterina i la Ribera",4.605955597800259,4.717400013580498,0,3.0,365,4.713566191446029,2.0,1.0,4.587361346819633,0.0,1.0,0.0,0.0,4.450359179793591,0,4.742934066680247,0,2.0,3.0,0.0,41.38759117959642,32.0,249,1.0,70.0,4.639845192829983,2.181011525691085
11587,la Sagrada Família,5.0,5.0,0,43.0,365,5.0,4.0,42.0,5.0,4.0,1.5,0.0,1.0,4.75,0,5.0,11,5.0,43.0,3.0,41.4025,31.0,286,42.0,130.0,5.0,2.17968
11588,el Putxet i el Farró,4.7,5.0,2,18.5,330,5.0,4.0,6.7,4.7,1.0,3.0,0.0,0.0,4.0,2,4.8,2,5.0,13.8,0.0,41.40296,31.0,63,13.1,170.0,4.7,2.14436
11589,el Barri Gòtic,4.8,4.8,31,21.0,1125,5.0,1.0,15.0,5.0,5.0,1.0,0.0,0.0,5.0,1,5.0,61,2.0,19.0,2.0,41.38574,32.0,241,15.0,119.0,5.0,2.17499
11590,el Putxet i el Farró,4.56,4.68,37,4.0,365,4.46,2.0,0.0,4.29,41.0,0.0,4.0,2.0,4.27,16,4.8,65,3.0,4.0,26.0,41.40606,1.0,323,4.0,217.0,4.7,2.14343
11591,la Dreta de l'Eixample,4.18,4.8,40,31.0,365,4.52,2.0,21.0,4.3,33.0,2.0,0.0,1.0,4.21,11,4.82,70,4.0,22.0,21.0,41.39609,1.0,109,21.0,209.0,4.36,2.16728
11592,la Dreta de l'Eixample,4.5,4.58,42,38.0,180,4.8,2.0,14.0,4.42,26.0,2.0,0.0,1.0,4.23,18,4.85,72,4.0,29.0,15.0,41.3896265,2.0,345,14.0,133.4,4.42,2.1701805
11593,l'Antiga Esquerra de l'Eixample,5.0,5.0,0,23.0,185,4.75,4.0,21.0,4.75,8.0,1.5,0.0,1.0,4.38,0,4.75,0,4.0,22.0,4.0,41.38504,31.0,239,21.0,120.0,4.88,2.15844
11594,la Dreta de l'Eixample,4.72,4.6,27,18.5,333,4.51,5.0,6.7,4.79,57.0,1.5,0.0,0.3,4.61,7,4.84,35,3.0,13.8,29.0,41.39796,1.0,295,13.1,133.4,4.81,2.17163
11595,la Nova Esquerra de l'Eixample,4.5,5.0,46,2.0,365,4.67,1.0,0.0,4.67,6.0,0.0,2.0,0.0,4.17,19,4.5,76,1.0,2.0,1.0,41.3826,1.0,333,2.0,184.0,4.83,2.14688
11596,la Sagrada Família,4.67,4.67,0,1.0,365,4.8,2.0,0.0,5.0,3.0,1.0,1.0,0.0,4.67,0,4.8,0,2.0,1.0,0.0,41.40115,1.0,0,1.0,128.0,4.67,2.17635
11597,el Fort Pienc,4.7,4.8,0,1.0,365,4.8,2.0,0.0,4.7,3.0,1.0,1.0,0.0,4.5,0,4.8,0,2.0,1.0,0.0,41.39914,1.0,0,1.0,128.0,4.7,2.17616
11598,la Sagrada Família,4.7,4.8,0,2.0,365,4.8,2.0,0.0,4.7,1.0,1.0,1.0,0.0,4.0,0,5.0,0,2.0,1.0,0.0,41.40084,1.0,0,1.0,128.0,4.7,2.17522
11599,Sant Antoni,4.73,4.76,20,78.0,365,4.83,3.0,6.7,4.49,63.0,2.0,0.0,0.3,4.35,9,4.78,28,6.0,72.0,32.0,41.3756402,1.0,32,48.0,234.0,4.54,2.1623021
11600,el Poble Sec,4.71,4.81,17,78.0,365,4.87,2.0,6.7,4.56,63.0,0.0,0.0,1.0,4.27,6,4.67,35,3.0,72.0,30.0,41.3738643,1.0,66,48.0,176.0,4.37,2.1678005
11601,la Sagrada Família,4.85,4.82,18,78.0,365,4.95,4.0,6.7,4.82,62.0,3.0,0.0,0.0,4.77,8,4.92,28,3.0,72.0,30.0,41.4074597,1.0,46,48.0,351.0,4.84,2.174247
11602,el Putxet i el Farró,4.69,4.56,50,4.0,365,4.56,3.0,0.0,4.53,32.0,0.0,4.0,1.0,4.47,25,4.8,80,4.0,4.0,11.0,41.40745,1.0,341,4.0,267.0,4.66,2.14517
11603,el Putxet i el Farró,4.58,4.8,35,4.0,365,4.63,2.0,0.0,4.53,19.0,0.0,4.0,0.0,4.11,16,4.8,61,4.0,4.0,14.0,41.40641,1.0,309,4.0,252.0,4.58,2.14482
11604,"Sant Pere, Santa Caterina i la Ribera",4.67,4.67,35,18.5,270,5.0,2.0,6.7,4.33,3.0,1.0,3.0,0.0,4.33,5,4.67,65,2.0,13.8,2.0,41.38758,32.0,249,13.1,87.0,5.0,2.17831
11605,el Raval,4.67,4.8,0,51.0,365,4.8,2.0,6.7,4.7,3.0,2.0,0.0,0.0,4.33,0,4.8,0,4.0,51.0,3.0,41.3758506775,3.0,27,48.0,128.0,4.7,2.1732571125
11606,"Sant Pere, Santa Caterina i la Ribera",4.5,4.67,54,18.5,270,4.83,4.0,6.7,4.83,6.0,2.0,3.0,0.0,4.33,24,5.0,84,4.0,13.8,3.0,41.38623100699685,32.0,232,13.1,124.0,5.0,2.1781933755906966
11607,"Sant Pere, Santa Caterina i la Ribera",5.0,5.0,1,18.5,270,4.75,2.0,6.7,4.75,4.0,1.0,3.0,0.0,4.75,0,5.0,27,2.0,13.8,3.0,41.38753,32.0,211,13.1,90.0,5.0,2.17817
11608,les Tres Torres,4.7,4.8,55,2.0,365,4.8,2.0,0.0,4.7,1.0,1.0,2.0,0.0,4.5,25,4.8,85,2.0,2.0,1.0,41.39547,1.0,348,2.0,128.0,4.7,2.12803
11609,el Raval,5.0,5.0,0,1.0,365,5.0,2.0,0.0,5.0,1.0,1.0,1.0,0.0,5.0,0,5.0,0,2.0,1.0,0.0,41.3830532,2.0,0,1.0,128.0,5.0,2.1702188
11610,el Bon Pastor,4.71,4.62,55,1.0,365,4.62,1.0,0.0,4.55,103.0,0.0,1.0,0.3,4.19,26,4.8,85,2.0,1.0,6.7,41.4,1.0,348,1.0,184.0,4.62,2.20102
11611,la Sagrada Família,4.84,4.71,11,78.0,365,4.77,4.0,6.7,4.65,79.0,3.0,0.0,2.0,4.48,7,4.89,23,5.0,72.0,36.0,41.406009962,1.0,40,48.0,187.0,4.68,2.176854642
11612,la Sagrada Família,4.83,4.81,21,78.0,365,4.85,5.0,6.7,4.67,54.0,2.0,0.0,2.0,4.44,13,4.78,28,7.0,72.0,23.0,41.4009851,1.0,43,48.0,316.0,4.69,2.1756318
11613,la Sagrada Família,4.65,4.61,22,78.0,365,4.71,6.0,6.7,4.53,62.0,1.5,0.0,1.0,4.35,13,4.8,39,3.0,72.0,29.0,41.4083076,1.0,57,48.0,256.0,4.6,2.1720423
11614,l'Antiga Esquerra de l'Eixample,4.7,4.85,27,78.0,365,4.83,3.0,6.7,4.45,40.0,2.0,0.0,0.3,4.25,6,4.8,48,6.0,72.0,13.0,41.3834195,1.0,70,48.0,316.0,4.63,2.1596017
11615,la Dreta de l'Eixample,4.79,4.82,20,78.0,365,4.92,2.2,6.7,4.68,62.0,1.5,0.0,0.0,4.63,13,4.89,31,3.0,72.0,32.0,41.3871514,1.0,54,48.0,133.4,4.81,2.1665722
11616,la Sagrada Família,4.87,4.74,35,78.0,365,4.84,4.0,6.7,4.71,62.0,2.0,0.0,1.0,4.52,14,4.82,62,6.0,72.0,28.0,41.4074361,1.0,80,48.0,269.0,4.81,2.175747
11617,la Sagrada Família,4.67,4.76,15,78.0,365,4.82,2.0,6.7,4.67,89.0,1.5,0.0,2.0,4.48,7,4.82,30,7.0,72.0,6.7,41.4042179,1.0,43,48.0,128.0,4.63,2.179452
11618,el Parc i la Llacuna del Poblenou,4.69,4.74,9,78.0,365,4.76,2.0,6.7,4.57,68.0,1.0,0.0,0.3,4.28,6,4.8,33,4.0,72.0,39.0,41.3953845,1.0,64,48.0,199.0,4.57,2.1918082
11619,el Poble Sec,4.79,4.71,19,78.0,365,4.88,4.0,6.7,4.58,52.0,2.0,0.0,2.0,4.33,6,4.58,37,6.0,72.0,22.0,41.3717065,1.0,68,48.0,204.0,4.62,2.1597403
11620,la Vila Olímpica del Poblenou,4.67,4.8,14,78.0,365,4.76,5.0,6.7,4.56,54.0,3.0,0.0,0.0,4.54,8,4.72,26,7.0,72.0,26.0,41.3906641,1.0,44,48.0,336.0,4.63,2.1911851
11621,la Nova Esquerra de l'Eixample,4.72,4.73,50,2.0,365,4.77,1.0,0.0,4.59,18.0,0.0,2.0,0.3,4.44,22,4.6,80,2.0,2.0,6.7,41.38077,1.0,339,2.0,204.0,4.51,2.14505
11622,el Camp d'en Grassot i Gràcia Nova,5.0,5.0,58,3.0,1125,5.0,2.0,0.0,5.0,3.0,1.0,2.0,0.0,5.0,29,5.0,86,1.0,3.0,3.0,41.40646192001117,31.0,360,2.0,28.0,5.0,2.162855011305456
11623,el Raval,4.7,5.0,0,18.5,360,4.8,2.0,9.0,4.7,1.0,1.0,0.7,0.0,4.0,0,4.8,0,1.0,13.8,1.0,41.37627904974266,33.0,129,13.1,128.0,4.7,2.173687619273384
11624,la Dreta de l'Eixample,5.0,5.0,0,37.0,365,5.0,1.0,22.0,4.14,7.0,1.0,0.0,0.0,4.0,0,5.0,0,2.0,34.0,0.0,41.39415,33.0,260,22.0,87.0,4.43,2.17103
11625,el Camp de l'Arpa del Clot,5.0,5.0,0,54.0,365,5.0,2.0,15.0,5.0,1.0,2.0,0.0,0.0,5.0,0,5.0,0,4.0,17.0,0.0,41.41276,20.0,0,15.0,128.0,5.0,2.18021
11626,el Barri Gòtic,4.71,4.86,60,1.0,365,5.0,1.0,0.0,4.57,21.0,1.0,1.0,0.0,4.57,30,5.0,90,2.0,1.0,0.0,41.3807981,31.0,365,1.0,45.0,4.57,2.1779909
11627,la Sagrada Família,4.75,4.93,33,2.0,15,4.79,1.0,0.0,4.64,28.0,1.0,1.0,0.0,4.5,6,4.68,63,1.0,1.0,9.0,41.40404630593565,5.0,63,1.0,65.0,4.79,2.1832707455820435
11628,la Dreta de l'Eixample,4.605955597800259,4.717400013580498,59,18.5,360,4.713566191446029,1.0,9.0,4.587361346819633,0.0,1.0,0.7,0.0,4.450359179793591,29,4.742934066680247,89,1.0,13.8,0.0,41.38709538042751,33.0,364,13.1,33.0,4.639845192829983,2.165611828977887
11629,Sants,4.605955597800259,4.717400013580498,11,3.0,62,4.713566191446029,2.0,1.0,4.587361346819633,0.0,2.0,0.0,0.0,4.450359179793591,6,4.742934066680247,41,4.0,1.0,0.0,41.3747313077084,31.0,316,1.0,55.0,4.639845192829983,2.136456647310057
11630,la Sagrada Família,4.8,5.0,0,78.0,365,4.8,2.0,6.7,4.8,5.0,3.0,0.0,0.0,4.6,0,4.8,0,6.0,72.0,3.0,41.4010189,1.0,10,48.0,128.0,5.0,2.1761386
11631,la Sagrada Família,4.57,4.68,25,78.0,365,4.68,5.0,6.7,4.45,53.0,2.0,0.0,2.0,4.34,9,4.77,51,3.0,72.0,26.0,41.4009851,1.0,75,48.0,274.0,4.49,2.1756318
11632,la Nova Esquerra de l'Eixample,4.79,4.86,21,78.0,365,4.84,4.0,6.7,4.72,43.0,2.0,0.0,2.0,4.49,9,4.58,45,6.0,72.0,21.0,41.3790368,1.0,70,48.0,266.0,4.67,2.1464633
11633,el Camp d'en Grassot i Gràcia Nova,4.85,4.83,18,78.0,365,4.83,5.0,6.7,4.81,72.0,3.0,0.0,0.3,4.54,9,4.86,42,3.0,72.0,34.0,41.401688539,1.0,64,48.0,246.0,4.67,2.168432505
11634,la Vila de Gràcia,4.89,4.83,23,78.0,365,4.91,4.0,6.7,4.83,46.0,2.0,0.0,0.0,4.7,11,4.87,47,6.0,72.0,19.0,41.3999286,1.0,77,48.0,257.0,4.8,2.1584642
11635,la Salut,4.7,4.8,33,52.0,365,4.38,4.0,30.0,4.7,8.0,2.0,0.0,0.0,4.5,5,4.8,63,6.0,46.0,5.0,41.411475113,1.0,149,30.0,127.0,4.7,2.152437964
11636,el Raval,4.67,4.8,0,7.0,335,4.67,2.0,1.0,5.0,3.0,2.0,0.0,0.0,4.0,0,4.8,0,3.0,1.0,1.0,41.38096,32.0,247,1.0,61.0,4.67,2.1691
11637,el Barri Gòtic,4.605955597800259,4.717400013580498,19,21.0,1125,4.713566191446029,1.0,15.0,4.587361346819633,0.0,1.0,0.0,0.0,4.450359179793591,1,4.742934066680247,49,2.0,19.0,0.0,41.38516,32.0,229,15.0,124.0,4.639845192829983,2.17394
11638,la Dreta de l'Eixample,4.605955597800259,4.717400013580498,60,5.0,365,4.713566191446029,1.0,4.0,4.587361346819633,0.0,1.0,0.0,0.0,4.450359179793591,30,4.742934066680247,90,4.0,4.0,0.0,41.39023,31.0,365,4.0,104.0,4.639845192829983,2.17479
11639,el Barri Gòtic,5.0,5.0,35,21.0,1125,5.0,2.0,15.0,5.0,3.0,1.0,0.0,0.0,4.67,5,5.0,65,2.0,19.0,1.0,41.38574,32.0,226,15.0,117.0,5.0,2.17499
11640,el Fort Pienc,4.75,5.0,0,76.0,365,5.0,5.0,6.7,5.0,4.0,1.5,0.0,1.0,4.75,0,5.0,0,5.0,68.0,3.0,41.3958245,31.0,266,66.0,172.0,4.75,2.1806807
